Linux 4.15.0-33-generic (themistocles) 	05/11/2019 	_x86_64_	(32 CPU)

12:52:12 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:52:14 PM       0      4.50      0.00      4.50      0.00      0.00     91.00
12:52:14 PM       1      3.55      0.00      2.54      0.00      0.00     93.91
12:52:14 PM       2      7.00      0.00      4.50      0.00      0.00     88.50
12:52:14 PM       3      7.92      0.00      2.97      0.00      0.00     89.11
12:52:14 PM       4      5.05      0.00      2.53      0.00      0.00     92.42
12:52:14 PM       5      5.97      0.00      2.99      0.00      0.00     91.04
12:52:14 PM       6      4.55      0.00      3.03      0.00      0.00     92.42
12:52:14 PM       7      4.08      0.00      2.04      0.00      0.00     93.88
12:52:14 PM       8      5.03      0.00      3.52      0.00      0.00     91.46
12:52:14 PM       9     85.93      0.00      7.04      0.00      0.00      7.04
12:52:14 PM      10     87.00      0.00      6.50      0.00      0.00      6.50
12:52:14 PM      11     86.93      0.00      6.03      0.00      0.00      7.04
12:52:14 PM      12     87.13      0.00      5.45      0.00      0.00      7.43
12:52:14 PM      13     87.00      0.00      6.00      0.00      0.00      7.00
12:52:14 PM      14     88.94      0.00      6.03      0.00      0.00      5.03
12:52:14 PM      15      1.51      0.00      0.00      0.00      0.00     98.49

12:52:14 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:52:16 PM       0     19.39      0.00     13.27      0.00      0.00     67.35
12:52:16 PM       1     25.91      0.00     12.44      0.00      0.00     61.66
12:52:16 PM       2     22.16      0.00     10.82      0.00      0.00     67.01
12:52:16 PM       3     23.08      0.00     10.26      0.00      0.00     66.67
12:52:16 PM       4     20.30      0.00     10.66      0.00      0.00     69.04
12:52:16 PM       5     18.23      0.00     14.29      0.00      0.00     67.49
12:52:16 PM       6     23.19      0.00     11.11      0.00      0.00     65.70
12:52:16 PM       7     24.00      0.00      9.00      0.00      0.00     67.00
12:52:16 PM       8     18.37      0.00     11.73      0.00      0.00     69.90
12:52:16 PM       9     92.57      0.00      5.94      0.00      0.00      1.49
12:52:16 PM      10     94.03      0.00      4.48      0.00      0.00      1.49
12:52:16 PM      11     92.93      0.00      5.56      0.00      0.00      1.52
12:52:16 PM      12     94.47      0.00      4.52      0.00      0.00      1.01
12:52:16 PM      13     95.50      0.00      4.00      0.00      0.00      0.50
12:52:16 PM      14     93.53      0.00      3.48      0.00      0.00      2.99
12:52:16 PM      15      0.50      0.00      0.00      0.00      0.00     99.50

12:52:16 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:52:18 PM       0     24.02      0.00     13.73      0.00      0.00     62.25
12:52:18 PM       1     13.20      0.00      9.64      0.00      0.00     77.16
12:52:18 PM       2     17.82      0.00      7.43      0.00      0.00     74.75
12:52:18 PM       3     13.09      0.00      7.33      0.00      0.00     79.58
12:52:18 PM       4     17.56      0.00      9.76      0.00      0.00     72.68
12:52:18 PM       5     17.00      0.00      8.50      0.00      0.00     74.50
12:52:18 PM       6     17.09      0.00      8.04      0.00      0.00     74.87
12:52:18 PM       7     14.06      0.00      7.81      0.00      0.00     78.12
12:52:18 PM       8     16.00      0.00      9.00      0.00      0.00     75.00
12:52:18 PM       9     59.11      0.00      3.45      0.00      0.00     37.44
12:52:18 PM      10     57.92      0.00      2.97      0.00      0.00     39.11
12:52:18 PM      11     62.31      0.00      1.51      0.00      0.00     36.18
12:52:18 PM      12     64.32      0.00      2.51      0.00      0.00     33.17
12:52:18 PM      13     64.36      0.00      2.97      0.00      0.00     32.67
12:52:18 PM      14     64.50      0.00      1.00      0.00      0.00     34.50
12:52:18 PM      15      0.00      0.00      0.50      0.00      0.00     99.50

12:52:18 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:52:20 PM       0     17.01      0.00     12.89      0.00      0.00     70.10
12:52:20 PM       1     11.86      0.00      6.70      0.00      0.00     81.44
12:52:20 PM       2     16.83      0.00      9.62      0.00      0.00     73.56
12:52:20 PM       3     11.79      0.00      6.67      0.00      0.00     81.54
12:52:20 PM       4     11.86      0.00      6.70      0.00      0.00     81.44
12:52:20 PM       5     12.24      0.00      7.14      0.00      0.00     80.61
12:52:20 PM       6     17.01      0.00      8.25      0.00      0.00     74.74
12:52:20 PM       7     14.07      0.00      6.03      0.00      0.00     79.90
12:52:20 PM       8     13.00      0.00      7.50      0.00      0.00     79.50
12:52:20 PM       9     37.19      0.00      2.01      0.00      0.00     60.80
12:52:20 PM      10     28.78      0.00      2.93      0.00      0.00     68.29
12:52:20 PM      11     35.86      0.00      3.54      0.00      0.00     60.61
12:52:20 PM      12     28.71      0.00      1.98      0.00      0.00     69.31
12:52:20 PM      13     32.00      0.00      1.50      0.00      0.00     66.50
12:52:20 PM      14     33.33      0.00      3.03      0.00      0.00     63.64
12:52:20 PM      15      0.00      0.00      0.00      0.00      0.00    100.00

12:52:20 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:52:22 PM       0     26.15      0.00     14.36      0.00      0.00     59.49
12:52:22 PM       1     15.66      0.00     11.62      0.00      0.00     72.73
12:52:22 PM       2     15.84      0.00     12.38      0.00      0.00     71.78
12:52:22 PM       3     18.00      0.00      9.50      0.00      0.00     72.50
12:52:22 PM       4     16.84      0.00      8.16      0.00      0.00     75.00
12:52:22 PM       5     20.30      0.00      7.11      0.00      0.00     72.59
12:52:22 PM       6     17.33      0.00     10.89      0.00      0.00     71.78
12:52:22 PM       7     14.36      0.00     10.77      0.00      0.00     74.87
12:52:22 PM       8     17.09      0.00     10.55      0.00      0.00     72.36
12:52:22 PM       9     34.69      0.00      2.55      0.00      0.00     62.76
12:52:22 PM      10     34.65      0.00      2.48      0.00      0.00     62.87
12:52:22 PM      11     32.83      0.00      2.53      0.00      0.00     64.65
12:52:22 PM      12     29.29      0.00      2.53      0.00      0.00     68.18
12:52:22 PM      13     30.54      0.00      1.48      0.00      0.00     67.98
12:52:22 PM      14     28.93      0.00      1.52      0.00      0.00     69.54
12:52:22 PM      15      0.50      0.00      0.50      0.00      0.00     99.00

12:52:22 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:52:24 PM       0     24.37      0.00     10.15      0.00      0.00     65.48
